Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
53.7,155.9,6.7,9.1,4.4,160.7,0,Assam,-1
39.4,156.6,8.5,9.1,6.1,162.6,1,Bhuttan,+1
46.8,131.8,10.6,11.8,5.6,137.3,1,Bhuttan,+1
43.9,152.8,11.6,10.1,4.0,158.1,0,Bhuttan,+1
28.8,143.0,11.7,7.7,3.3,147.6,0,Assam,-1
55.1,118.5,10.2,11.9,6.5,123.7,1,Bhuttan,+1
39.4,135.8,12.0,12.9,7.1,141.6,0,Bhuttan,+1
45.3,138.3,8.9,9.1,4.1,142.9,0,Assam,-1
53.0,125.9,7.9,9.0,5.3,130.6,1,Assam,-1
36.8,148.6,3.6,12.7,6.4,154.6,0,Bhuttan,+1
30.4,148.1,8.6,9.8,4.3,153.2,1,Assam,-1
36.6,131.6,13.4,11.4,6.5,136.6,1,Bhuttan,+1
38.0,158.5,10.3,8.2,8.5,164.1,0,Bhuttan,+1
43.3,147.0,13.2,9.1,7.3,152.9,0,Bhuttan,+1
47.6,152.6,17.0,8.1,4.7,157.5,1,Assam,-1
45.7,187.1,6.4,8.1,4.5,192.0,0,Assam,-1
47.2,149.6,15.1,4.2,3.7,154.3,1,Assam,-1
60.1,171.4,16.1,8.8,3.3,176.2,1,Assam,-1
42.1,132.1,15.9,14.4,8.0,137.2,1,Bhuttan,+1
26.1,157.5,12.6,7.2,4.9,163.4,1,Bhuttan,+1
47.9,144.9,8.7,7.6,5.7,150.5,1,Bhuttan,+1
48.8,111.2,14.0,5.8,7.3,116.4,0,Bhuttan,+1
55.2,142.1,8.4,6.8,5.2,147.5,1,Assam,-1
42.1,136.1,5.0,7.2,8.2,141.6,1,Bhuttan,+1
52.2,128.9,1.6,7.6,7.2,134.5,1,Bhuttan,+1
50.5,166.4,8.5,9.5,5.2,171.7,1,Assam,-1
52.9,131.8,11.1,7.2,5.0,136.5,0,Assam,-1
46.3,150.3,9.3,11.3,7.6,155.9,1,Bhuttan,+1
41.5,144.7,19.3,9.4,4.9,149.7,0,Assam,-1
40.0,130.6,13.2,8.6,5.6,136.2,1,Bhuttan,+1
52.0,167.5,9.5,10.7,9.6,173.3,1,Bhuttan,+1
29.8,146.3,11.7,6.1,6.1,151.5,0,Assam,-1
52.0,158.8,11.4,6.3,5.4,163.3,0,Assam,-1
41.8,150.8,12.2,7.5,5.8,156.0,0,Assam,-1
43.1,170.9,8.9,10.9,4.6,175.9,1,Assam,-1
46.4,135.9,12.0,5.5,4.6,140.5,0,Assam,-1
53.2,127.2,12.7,7.2,5.2,133.1,1,Bhuttan,+1
25.7,123.7,9.9,11.0,5.9,129.6,1,Bhuttan,+1
67.3,168.8,18.5,7.7,3.4,173.5,1,Assam,-1
37.2,156.5,10.7,6.4,6.2,161.6,1,Assam,-1
49.9,136.2,15.2,7.2,3.6,141.5,1,Assam,-1
41.9,141.0,9.7,7.7,4.5,146.4,1,Assam,-1
52.9,134.5,7.2,7.9,7.6,140.3,1,Bhuttan,+1
44.7,151.2,11.3,9.0,3.5,156.3,0,Assam,-1
36.5,133.8,10.2,8.4,6.5,139.7,1,Bhuttan,+1
43.5,146.9,15.5,10.9,8.6,152.1,1,Bhuttan,+1
41.4,126.4,14.8,6.8,6.3,131.6,1,Assam,-1
49.8,145.3,8.9,7.9,5.7,150.4,1,Bhuttan,+1
47.4,167.4,8.3,9.4,5.8,172.5,1,Assam,-1
38.6,123.8,16.7,9.8,5.7,129.3,1,Assam,-1
46.4,161.4,13.3,9.5,5.4,166.9,1,Bhuttan,+1
35.5,145.4,11.5,9.0,4.5,150.3,1,Assam,-1
47.7,134.6,11.7,6.7,6.6,140.0,1,Bhuttan,+1
53.4,148.6,20.5,6.6,4.1,153.8,0,Assam,-1
56.9,143.7,16.5,6.9,3.2,149.0,1,Assam,-1
43.8,161.6,16.9,6.3,5.8,167.0,1,Assam,-1
45.3,145.7,13.1,5.6,5.6,151.3,1,Bhuttan,+1
48.8,162.4,9.4,6.9,6.8,167.0,1,Assam,-1
56.7,129.3,12.9,7.2,3.6,134.1,0,Assam,-1
49.1,140.9,16.8,12.1,6.3,146.8,1,Assam,-1
22.8,131.4,10.0,8.7,4.8,136.3,1,Assam,-1
42.8,135.9,10.6,11.2,7.9,141.8,0,Bhuttan,+1
39.5,148.9,6.9,8.6,7.9,154.4,1,Bhuttan,+1
36.1,141.2,3.9,10.3,6.2,146.6,1,Bhuttan,+1
22.0,135.2,8.1,7.7,6.6,140.4,1,Assam,-1
45.1,152.3,10.9,6.4,4.6,157.2,0,Assam,-1
28.3,125.8,4.8,9.6,6.6,131.6,1,Bhuttan,+1
62.0,138.9,13.3,6.3,6.9,143.8,1,Assam,-1
41.3,135.9,11.6,8.4,6.7,140.9,1,Bhuttan,+1
44.8,158.0,15.0,9.2,7.0,163.3,1,Bhuttan,+1
66.4,152.1,13.2,7.8,4.2,157.6,1,Assam,-1
47.8,143.0,6.2,12.9,6.9,148.9,1,Bhuttan,+1
53.8,149.5,14.5,4.6,4.2,154.4,1,Assam,-1
55.4,165.6,13.1,6.6,4.5,170.7,0,Assam,-1
40.0,165.2,12.1,8.9,5.0,170.0,0,Assam,-1
35.9,141.9,7.8,10.4,5.6,147.0,0,Bhuttan,+1
48.2,149.3,6.9,7.0,5.8,154.1,1,Assam,-1
48.5,124.6,15.5,10.5,4.5,130.1,1,Assam,-1
50.5,156.6,18.8,11.7,4.2,161.6,1,Assam,-1
46.8,157.1,15.8,8.6,7.6,163.0,1,Bhuttan,+1
47.8,149.5,5.0,8.6,2.5,154.6,0,Assam,-1
34.1,161.8,13.3,7.1,5.4,167.2,1,Assam,-1
57.2,144.8,9.8,8.3,6.8,150.1,0,Bhuttan,+1
45.0,165.2,8.8,10.5,6.6,170.6,0,Bhuttan,+1
66.1,151.3,16.5,9.3,5.1,156.4,0,Assam,-1
58.3,140.9,7.5,11.7,7.4,145.8,0,Assam,-1
43.2,138.7,8.7,9.8,7.3,144.1,1,Bhuttan,+1
37.4,130.7,8.3,5.4,5.0,135.3,0,Assam,-1
45.1,140.9,8.3,7.3,6.4,146.0,1,Bhuttan,+1
37.2,167.0,15.3,9.8,4.7,171.9,1,Assam,-1
47.2,141.6,18.1,6.0,5.7,146.7,1,Assam,-1
38.9,137.2,12.6,8.9,3.8,142.1,0,Assam,-1
49.1,113.0,11.6,6.1,4.6,117.7,1,Assam,-1
48.3,152.5,10.8,9.7,7.3,158.2,0,Bhuttan,+1
26.7,131.1,15.3,8.3,7.9,136.4,1,Bhuttan,+1
54.8,149.5,13.9,7.7,4.1,154.3,1,Assam,-1
40.1,147.0,10.2,6.2,4.6,152.4,1,Assam,-1
29.1,129.5,4.9,11.7,5.7,134.9,0,Bhuttan,+1
55.0,121.9,19.1,6.8,4.1,126.5,1,Assam,-1
45.4,133.2,17.4,6.8,3.7,138.4,1,Assam,-1
45.4,126.5,13.6,8.9,6.8,131.8,0,Assam,-1
46.2,157.7,16.6,10.5,5.3,162.6,0,Assam,-1
51.2,141.3,12.5,8.6,6.3,146.6,1,Assam,-1
45.3,136.6,11.9,9.7,6.4,141.7,1,Bhuttan,+1
46.1,151.2,12.0,6.8,5.4,156.4,1,Assam,-1
29.5,146.4,4.1,10.1,8.6,152.2,1,Bhuttan,+1
30.2,136.2,10.5,9.4,8.8,141.8,0,Bhuttan,+1
62.7,137.8,10.7,10.4,5.5,143.0,1,Assam,-1
49.2,164.1,8.9,8.6,4.7,169.2,0,Assam,-1
43.9,152.8,10.6,7.6,5.4,157.5,0,Assam,-1
42.1,162.3,9.9,7.0,4.6,167.1,0,Assam,-1
35.8,134.8,5.6,12.0,7.1,140.8,1,Bhuttan,+1
41.6,132.9,18.4,7.8,7.0,137.9,0,Assam,-1
56.7,154.5,11.7,6.1,4.9,159.6,0,Assam,-1
34.6,161.9,9.1,10.2,8.3,167.4,0,Bhuttan,+1
45.0,129.4,8.4,7.0,5.0,134.4,1,Assam,-1
47.2,144.1,15.2,7.8,4.5,148.7,1,Assam,-1
53.5,152.0,15.3,10.4,5.5,157.5,1,Assam,-1
55.4,154.4,14.2,7.9,5.6,158.9,0,Assam,-1
47.5,145.0,5.2,10.8,5.1,150.2,0,Assam,-1
52.3,129.8,16.3,9.8,4.7,135.1,0,Bhuttan,+1
47.3,133.9,8.6,10.5,5.6,138.7,0,Assam,-1
35.0,147.5,14.8,6.1,8.2,152.7,1,Bhuttan,+1
51.4,157.0,10.7,6.7,7.5,162.3,1,Bhuttan,+1
47.5,147.8,22.3,9.9,7.5,153.2,0,Bhuttan,+1
54.4,159.2,14.6,7.6,3.0,164.4,0,Assam,-1
40.4,131.7,11.6,12.8,6.0,137.3,1,Bhuttan,+1
24.3,149.1,9.0,9.3,4.8,153.8,0,Assam,-1
42.2,133.9,8.7,11.5,7.7,139.7,1,Bhuttan,+1
49.5,145.9,12.7,8.6,4.6,150.8,0,Assam,-1
39.0,173.3,13.2,7.0,4.4,177.9,1,Assam,-1
26.2,122.4,7.4,9.3,4.2,127.8,1,Bhuttan,+1
33.6,152.4,12.1,11.6,7.7,158.2,1,Bhuttan,+1
48.6,170.8,14.4,12.2,7.7,176.5,1,Bhuttan,+1
42.3,136.7,12.5,11.5,8.6,141.9,0,Bhuttan,+1
50.4,128.1,13.3,10.5,5.8,132.7,0,Assam,-1
50.1,138.0,12.3,8.6,6.0,143.1,1,Bhuttan,+1
28.7,138.7,13.8,12.7,7.0,143.9,0,Bhuttan,+1
49.0,144.7,10.3,5.9,4.8,149.6,0,Assam,-1
47.0,133.7,7.1,8.0,7.0,138.9,1,Bhuttan,+1
40.3,138.2,10.7,10.8,6.8,143.4,1,Bhuttan,+1
69.7,152.6,4.3,7.1,5.1,157.6,0,Assam,-1
35.1,128.3,11.8,9.0,5.6,133.8,1,Assam,-1
51.7,134.7,12.9,10.4,6.5,139.9,1,Assam,-1
50.3,140.1,10.6,10.7,7.7,145.6,0,Bhuttan,+1
46.2,128.5,7.9,9.8,7.3,134.3,0,Bhuttan,+1
36.8,133.3,5.7,12.6,7.8,138.9,1,Bhuttan,+1
59.0,142.8,12.1,10.7,6.2,147.4,0,Assam,-1
20.6,145.7,9.4,12.1,6.5,151.4,0,Bhuttan,+1
40.1,152.6,23.7,7.9,5.1,157.5,1,Bhuttan,+1
54.4,163.5,19.5,9.5,4.9,168.7,0,Assam,-1
40.9,139.6,8.4,5.6,4.1,145.0,0,Assam,-1
52.5,149.1,17.3,10.0,3.8,154.2,0,Assam,-1
40.9,123.6,9.1,13.6,7.6,128.9,1,Assam,-1
44.1,135.5,10.1,12.4,9.9,141.4,1,Bhuttan,+1
55.9,154.2,15.6,9.4,5.8,159.7,1,Assam,-1
48.0,130.1,8.5,8.7,6.4,135.5,0,Assam,-1
33.0,159.0,10.2,5.0,5.6,163.6,0,Assam,-1
47.4,154.1,9.4,10.9,4.9,160.1,1,Bhuttan,+1
41.4,141.7,13.5,14.2,6.9,146.8,1,Assam,-1
37.4,139.4,14.9,4.8,8.8,145.3,1,Bhuttan,+1
46.6,139.5,10.3,6.0,7.0,145.4,1,Bhuttan,+1
41.5,159.3,14.7,9.2,6.4,164.5,0,Assam,-1
42.1,137.7,8.5,8.5,5.9,143.1,0,Assam,-1
51.1,129.9,11.1,5.2,6.0,134.7,0,Assam,-1
60.8,140.6,5.5,11.6,6.0,146.1,1,Bhuttan,+1
48.7,143.8,13.3,7.7,4.2,149.2,0,Assam,-1
41.3,145.6,7.1,12.1,6.5,150.9,0,Bhuttan,+1
28.2,140.3,17.3,11.4,5.9,145.4,1,Bhuttan,+1
62.9,131.6,7.1,9.2,4.9,136.9,0,Assam,-1
62.2,140.7,14.2,8.8,3.8,145.8,1,Assam,-1
42.1,129.0,13.4,11.2,6.6,134.3,1,Bhuttan,+1
45.4,148.3,11.7,4.2,6.8,153.4,0,Bhuttan,+1
28.1,132.3,11.5,7.5,5.7,137.8,1,Assam,-1
50.9,167.6,14.9,5.9,4.8,172.6,0,Assam,-1
54.9,155.2,14.2,5.8,5.1,160.2,0,Assam,-1
36.9,149.7,9.8,9.5,7.8,155.3,1,Bhuttan,+1
28.5,142.3,11.6,9.8,4.9,147.1,0,Assam,-1
47.6,137.7,6.9,9.1,7.3,143.6,1,Bhuttan,+1
46.2,138.7,12.6,7.0,4.9,143.8,0,Assam,-1
61.5,134.1,5.2,9.5,7.5,140.0,1,Bhuttan,+1
55.0,137.3,17.2,6.8,3.8,141.8,0,Assam,-1
47.0,127.2,11.9,7.4,4.8,132.6,1,Assam,-1
38.7,143.3,10.8,9.2,4.2,148.5,1,Assam,-1
38.3,148.9,15.1,7.7,5.2,153.8,1,Assam,-1
34.1,150.6,13.6,9.6,3.3,155.5,1,Assam,-1
43.6,155.8,10.1,10.3,7.5,161.6,1,Bhuttan,+1
40.4,150.7,4.4,10.1,3.9,155.3,0,Assam,-1
54.3,136.0,6.8,8.2,6.0,141.0,0,Assam,-1
30.2,150.9,6.3,8.8,7.4,156.8,1,Bhuttan,+1
40.2,140.6,15.8,6.1,4.0,145.4,1,Assam,-1
38.2,141.4,8.1,10.1,6.5,147.0,1,Bhuttan,+1
44.8,149.8,18.9,8.9,4.7,155.3,0,Assam,-1
51.8,133.9,11.8,13.1,7.6,139.1,1,Bhuttan,+1
46.7,137.3,15.2,13.4,6.0,143.1,0,Bhuttan,+1
64.1,149.2,12.4,8.5,5.9,154.1,1,Assam,-1
59.6,136.4,14.0,6.3,5.2,140.9,1,Assam,-1
55.2,133.1,11.6,12.0,6.7,138.6,1,Bhuttan,+1
58.6,149.2,12.7,8.7,6.5,153.8,1,Assam,-1
43.2,145.7,12.5,11.9,8.4,151.0,1,Bhuttan,+1
49.9,159.0,11.2,7.1,6.5,164.1,1,Assam,-1
59.7,160.5,10.3,7.9,6.5,165.6,1,Assam,-1
48.9,146.0,8.4,13.4,7.5,151.2,1,Bhuttan,+1
44.2,137.5,12.0,6.7,5.6,142.9,0,Assam,-1
38.2,143.4,15.3,7.2,5.3,148.0,0,Assam,-1
44.6,159.2,13.4,9.9,8.3,165.1,1,Bhuttan,+1
60.3,120.0,12.3,6.6,7.0,124.7,1,Assam,-1
25.9,136.6,10.3,10.1,8.1,142.1,0,Bhuttan,+1
41.1,154.2,12.4,8.1,3.7,159.5,0,Assam,-1
51.6,164.6,14.9,7.7,4.9,169.7,0,Assam,-1
47.8,151.6,12.8,12.2,8.6,157.1,1,Bhuttan,+1
61.5,130.1,8.2,6.6,3.2,134.8,1,Assam,-1
38.5,148.7,9.8,10.5,4.7,153.7,1,Bhuttan,+1
53.8,162.1,7.1,12.7,6.6,167.4,1,Bhuttan,+1
42.8,161.5,14.7,10.2,7.9,167.2,1,Bhuttan,+1
42.3,150.7,10.2,12.0,5.9,156.0,0,Bhuttan,+1
56.2,171.8,7.6,8.0,4.6,177.0,1,Assam,-1
42.9,133.4,12.8,7.1,7.0,139.0,1,Bhuttan,+1
33.2,145.0,5.7,9.6,5.7,150.1,1,Assam,-1
44.6,160.6,9.7,14.0,7.8,166.4,1,Bhuttan,+1
44.2,158.7,13.6,8.3,7.3,164.4,1,Bhuttan,+1
54.7,132.8,14.1,4.8,5.5,138.2,1,Assam,-1
45.5,133.4,10.3,6.0,5.5,137.9,1,Assam,-1
34.6,129.7,9.7,10.5,7.3,135.6,0,Bhuttan,+1
32.4,172.3,13.4,10.4,8.1,177.9,1,Bhuttan,+1
56.1,146.8,11.3,7.2,4.4,152.0,0,Assam,-1
28.9,147.2,9.6,8.9,5.4,153.1,0,Bhuttan,+1
42.5,145.7,9.2,9.5,6.4,151.4,1,Bhuttan,+1
36.5,157.7,8.2,8.4,5.8,162.2,1,Assam,-1
40.9,154.3,14.1,12.8,8.2,160.0,1,Bhuttan,+1
34.0,146.8,12.4,12.6,7.5,152.0,1,Bhuttan,+1
42.8,129.3,12.6,8.7,5.4,134.4,0,Assam,-1
39.7,139.1,7.3,8.0,6.1,145.1,1,Bhuttan,+1
50.8,137.0,12.9,13.2,5.8,143.0,1,Bhuttan,+1
39.8,133.9,10.1,11.0,8.1,139.9,1,Bhuttan,+1
35.8,136.5,10.2,11.6,8.3,142.4,1,Bhuttan,+1
54.4,169.8,10.6,10.0,6.9,175.2,1,Bhuttan,+1
39.6,135.0,20.0,8.3,6.8,140.9,1,Bhuttan,+1
41.6,159.1,15.2,7.1,5.7,164.0,1,Bhuttan,+1
56.2,161.2,10.5,6.2,4.6,165.7,1,Assam,-1
19.4,142.3,7.1,12.0,6.2,147.7,1,Bhuttan,+1
38.6,126.1,10.6,14.2,6.0,131.9,0,Bhuttan,+1
34.0,135.6,8.2,8.7,7.0,141.6,1,Bhuttan,+1
50.0,156.9,13.5,8.9,7.3,161.8,1,Assam,-1
48.7,132.9,10.9,7.1,3.9,138.0,1,Assam,-1
60.9,145.5,9.0,10.0,4.0,150.2,0,Assam,-1
56.5,150.9,13.0,10.3,5.2,156.4,0,Assam,-1
41.6,136.9,12.1,6.5,5.4,141.6,1,Assam,-1
65.2,160.7,16.8,11.0,4.2,165.3,1,Bhuttan,+1
46.6,134.1,14.7,11.5,7.3,139.9,1,Bhuttan,+1
41.5,144.3,12.1,9.6,4.1,149.4,0,Assam,-1
60.7,168.0,12.0,10.3,6.6,173.4,0,Assam,-1
44.3,156.3,12.4,6.8,4.2,161.3,1,Assam,-1
49.6,114.5,13.2,8.5,4.4,119.9,0,Assam,-1
50.9,147.5,13.0,11.1,7.3,153.4,0,Bhuttan,+1
38.5,156.6,7.2,9.9,6.2,162.3,0,Bhuttan,+1
46.0,152.4,12.1,6.5,5.0,157.2,1,Assam,-1
56.3,145.2,12.1,6.8,5.5,150.2,1,Assam,-1
45.1,134.6,11.2,6.5,5.3,139.7,0,Assam,-1
54.1,158.0,11.5,7.5,3.3,163.2,0,Assam,-1
44.9,145.8,6.1,7.3,5.3,150.5,0,Assam,-1
33.4,139.1,4.1,5.3,8.4,144.8,0,Bhuttan,+1
40.8,162.2,13.4,7.3,6.1,167.2,1,Assam,-1
67.6,132.6,16.9,9.4,5.8,137.8,1,Assam,-1
42.4,166.7,9.9,10.4,7.6,172.5,1,Bhuttan,+1
38.4,157.1,8.5,10.2,7.5,162.4,1,Bhuttan,+1
39.4,109.2,14.0,7.7,6.1,113.7,1,Assam,-1
25.8,150.7,6.9,11.7,7.7,156.3,1,Bhuttan,+1
29.2,164.6,11.9,10.7,6.4,169.9,1,Bhuttan,+1
56.9,117.5,7.2,11.4,7.4,123.1,0,Bhuttan,+1
61.8,139.2,12.6,7.5,3.7,144.3,0,Assam,-1
40.7,125.8,16.7,14.2,6.5,131.3,1,Bhuttan,+1
40.9,143.0,13.8,6.6,5.3,147.8,0,Assam,-1
45.0,139.5,12.3,6.8,5.2,145.0,0,Assam,-1
69.1,127.3,10.4,9.6,6.8,132.1,0,Assam,-1
37.1,154.5,10.5,9.3,8.4,160.3,0,Bhuttan,+1
49.7,142.5,8.2,8.9,4.6,147.5,0,Assam,-1
45.0,144.3,11.9,11.8,6.3,149.8,1,Bhuttan,+1
32.6,149.1,7.1,12.2,5.4,154.9,1,Assam,-1
36.5,136.7,14.1,10.5,5.3,142.5,1,Bhuttan,+1
57.7,140.8,12.2,7.0,6.6,145.3,1,Assam,-1
55.2,165.9,3.9,4.7,6.7,171.2,1,Assam,-1
38.0,123.1,6.6,10.3,5.9,128.7,0,Bhuttan,+1
45.6,152.7,16.7,11.6,6.5,157.9,1,Bhuttan,+1
57.2,134.7,10.9,6.4,4.7,139.5,1,Assam,-1
53.9,143.0,5.7,10.2,3.6,148.2,1,Assam,-1
45.2,132.9,12.1,4.1,4.1,138.0,0,Assam,-1
46.1,137.1,11.4,6.3,5.2,141.7,1,Assam,-1
49.7,134.4,13.3,10.8,8.0,139.7,0,Bhuttan,+1
54.7,148.1,12.1,6.0,5.3,153.4,1,Assam,-1
62.9,136.9,10.6,8.6,5.6,142.3,0,Assam,-1
49.4,151.6,11.9,7.7,4.5,156.8,0,Assam,-1
36.4,134.9,11.4,8.8,5.2,139.7,0,Assam,-1
38.5,140.5,11.0,10.7,7.1,145.6,1,Bhuttan,+1
48.4,172.2,7.5,10.0,4.2,177.4,0,Assam,-1
45.3,140.7,11.2,9.2,8.1,145.9,0,Bhuttan,+1
22.8,164.2,8.0,9.7,6.5,169.2,1,Bhuttan,+1
59.0,135.6,12.0,6.4,2.5,140.5,0,Assam,-1
53.4,150.4,10.6,8.2,5.3,155.2,1,Assam,-1
53.0,140.3,7.0,9.3,6.1,145.0,0,Assam,-1
45.0,141.1,13.2,6.8,6.7,145.6,1,Assam,-1
42.5,146.0,13.4,10.3,4.1,150.6,0,Assam,-1
28.7,159.6,5.8,8.4,7.3,165.2,0,Bhuttan,+1
45.8,135.9,10.1,10.4,8.0,141.4,0,Bhuttan,+1
32.0,141.8,5.2,8.0,8.9,147.5,1,Bhuttan,+1
62.0,150.4,19.9,5.2,6.6,155.8,0,Assam,-1
68.5,158.3,12.4,6.3,4.5,163.2,1,Assam,-1
47.7,137.0,15.4,9.6,5.8,142.8,1,Bhuttan,+1
53.8,145.9,10.9,8.7,7.3,150.7,1,Assam,-1
42.0,148.6,9.6,6.5,6.9,153.6,1,Bhuttan,+1
39.6,151.9,7.4,5.2,6.0,156.9,1,Assam,-1
36.4,136.4,8.4,9.4,7.5,141.7,1,Bhuttan,+1
49.6,130.0,10.4,8.2,6.1,135.7,1,Bhuttan,+1
42.4,154.0,14.2,12.7,6.6,159.4,1,Bhuttan,+1
56.6,144.1,13.9,12.0,7.8,150.0,1,Bhuttan,+1
41.4,150.8,10.6,7.6,4.1,155.6,1,Assam,-1
45.1,123.7,10.2,7.6,6.5,128.5,1,Assam,-1
49.8,130.7,11.2,8.4,7.0,136.4,0,Bhuttan,+1
43.3,110.3,8.8,15.2,7.6,115.6,0,Bhuttan,+1
48.1,133.1,14.7,9.2,7.0,138.9,1,Bhuttan,+1
43.5,144.5,11.4,7.4,3.2,149.8,0,Assam,-1
45.3,152.4,12.7,12.9,8.7,158.2,1,Bhuttan,+1
31.5,148.1,11.7,10.7,8.1,154.0,1,Bhuttan,+1
41.8,131.7,12.3,12.2,6.7,137.5,0,Bhuttan,+1
60.2,121.7,2.7,10.0,6.3,126.2,0,Assam,-1
42.1,134.9,12.0,10.7,8.3,140.7,0,Bhuttan,+1
54.2,173.9,7.2,11.0,7.1,178.9,0,Bhuttan,+1
35.4,139.7,16.9,6.3,9.4,145.0,1,Bhuttan,+1
47.0,138.2,11.1,9.5,5.2,142.8,1,Assam,-1
49.6,139.6,16.1,8.4,6.6,144.6,1,Assam,-1
28.7,128.7,7.5,10.6,8.4,134.2,1,Bhuttan,+1
41.5,132.9,18.0,6.0,6.2,138.2,1,Assam,-1
59.5,132.9,12.5,10.4,4.7,138.2,0,Assam,-1
44.6,148.8,10.6,8.5,6.3,153.3,1,Assam,-1
49.6,144.9,15.1,7.9,5.0,150.0,1,Assam,-1
29.4,108.7,11.3,12.5,6.2,114.0,1,Bhuttan,+1
45.5,119.6,11.4,6.8,3.6,124.8,1,Assam,-1
50.4,126.7,8.1,7.0,5.9,131.8,1,Bhuttan,+1
35.8,134.0,13.9,9.6,6.6,139.1,1,Bhuttan,+1
45.3,138.4,13.8,9.9,4.3,143.5,1,Assam,-1
67.2,145.9,8.5,6.9,5.8,151.0,1,Assam,-1
48.2,132.1,16.6,10.3,3.7,137.4,1,Assam,-1
46.3,140.4,9.0,7.9,7.4,145.6,1,Bhuttan,+1
49.5,145.6,10.7,12.6,5.6,150.7,1,Bhuttan,+1
44.1,138.8,7.4,7.8,3.4,144.3,1,Assam,-1
64.4,126.4,14.5,9.9,6.2,131.6,1,Assam,-1
53.2,148.5,9.4,12.5,4.1,153.8,1,Bhuttan,+1
49.6,135.0,5.9,9.4,6.1,140.1,1,Bhuttan,+1
47.8,161.6,10.2,9.0,6.3,167.0,1,Assam,-1
38.9,143.2,8.8,11.1,7.2,148.9,1,Bhuttan,+1
43.8,129.7,8.6,10.4,6.9,134.7,0,Bhuttan,+1
42.0,148.2,17.9,8.8,4.1,153.2,1,Assam,-1
47.1,142.8,19.2,9.3,6.6,147.9,0,Assam,-1
44.9,124.1,14.0,7.6,4.9,129.5,0,Assam,-1
29.5,130.4,8.5,12.6,8.3,135.8,0,Bhuttan,+1
46.3,155.4,15.6,10.3,4.4,161.3,1,Bhuttan,+1
63.8,115.6,10.5,8.5,4.6,120.5,0,Assam,-1
52.9,161.4,6.3,8.7,5.4,166.3,1,Assam,-1
53.9,157.1,14.9,9.6,4.8,161.7,1,Assam,-1
45.5,119.1,11.7,7.8,5.6,123.7,0,Assam,-1
38.2,133.0,15.6,10.1,4.4,138.2,1,Assam,-1
56.4,146.5,11.8,9.6,4.5,152.0,0,Assam,-1
34.3,147.6,10.0,9.2,7.0,152.8,1,Bhuttan,+1
58.6,145.7,19.6,7.2,5.2,150.9,0,Assam,-1
30.4,156.1,10.2,9.8,7.4,161.3,1,Bhuttan,+1
50.9,149.5,8.0,8.9,5.9,155.4,1,Bhuttan,+1
30.0,157.5,10.4,10.6,6.0,163.4,1,Bhuttan,+1
51.6,154.5,11.0,7.5,7.5,159.2,1,Assam,-1
49.3,166.2,8.9,9.5,5.6,171.4,1,Assam,-1
40.5,156.8,9.5,5.9,4.8,161.6,1,Assam,-1
30.9,136.4,9.9,7.5,6.5,141.6,1,Bhuttan,+1
46.6,143.2,3.0,8.4,6.4,148.5,1,Assam,-1
48.2,152.5,14.1,10.9,6.6,158.1,1,Bhuttan,+1
42.1,138.2,11.8,9.3,8.3,143.9,1,Bhuttan,+1
39.6,155.2,9.9,11.0,5.9,160.5,1,Bhuttan,+1
54.3,130.9,10.6,8.4,3.4,135.5,0,Bhuttan,+1
50.7,159.3,15.7,10.0,4.8,164.1,1,Assam,-1
61.5,158.9,18.0,8.5,6.4,164.2,1,Assam,-1
57.7,143.5,8.7,7.0,8.5,149.1,1,Bhuttan,+1
29.7,130.3,14.0,9.9,6.6,135.8,1,Assam,-1
38.0,130.7,10.9,8.3,6.3,135.8,1,Bhuttan,+1
39.2,155.3,7.0,8.0,8.3,161.3,1,Bhuttan,+1
46.4,121.6,5.8,9.5,4.7,126.6,0,Assam,-1
61.1,152.6,14.2,9.6,5.1,157.4,0,Assam,-1
36.8,134.6,13.6,8.7,7.2,140.4,1,Bhuttan,+1
47.8,140.9,5.4,13.5,6.4,146.5,1,Bhuttan,+1
37.4,152.8,9.4,11.0,7.3,158.4,1,Bhuttan,+1
40.1,153.6,10.5,9.1,6.7,158.6,1,Assam,-1
47.4,139.2,4.7,8.2,5.9,144.9,1,Bhuttan,+1
60.1,177.6,10.6,8.9,4.5,182.7,1,Assam,-1
45.1,166.1,10.5,6.3,5.0,170.6,1,Assam,-1
42.4,134.9,10.9,7.9,6.3,140.7,0,Bhuttan,+1
53.5,152.4,10.3,11.7,6.7,157.8,1,Bhuttan,+1
31.1,131.4,7.7,8.6,8.0,137.2,1,Bhuttan,+1
43.4,139.7,12.0,6.2,8.1,145.5,1,Bhuttan,+1
43.0,148.0,13.7,8.8,5.6,152.9,0,Assam,-1
53.3,170.6,13.7,6.8,4.9,175.5,1,Assam,-1
46.1,154.6,7.4,15.3,9.1,159.8,1,Bhuttan,+1
37.2,128.0,9.4,11.2,6.5,133.7,0,Bhuttan,+1
41.7,153.4,11.8,12.5,7.3,158.5,0,Bhuttan,+1
40.8,142.2,14.8,6.7,7.1,147.9,1,Bhuttan,+1
41.7,150.8,11.1,8.4,3.9,156.0,0,Assam,-1
53.5,155.0,10.9,6.7,3.5,160.1,1,Assam,-1
43.8,135.9,14.6,6.8,7.5,140.9,0,Assam,-1
47.8,154.3,12.9,7.5,4.1,159.6,1,Assam,-1
